key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.802535409677408,1.0637613101777346,0.6795865633074936,0.6261904761904762,0.6517967781908303
20.0,0.7999315457811709,1.0612784019286527,0.6846689895470384,0.5695652173913044,0.6218354430379748
30.0,0.7882355480580255,1.0468186067118905,0.6973865199449794,0.5577557755775577,0.619804400977995
40.0,0.7864178510960377,1.0510506698193327,0.6950354609929078,0.5584045584045584,0.6192733017377567
50.0,0.7771862492505496,1.0301799039281065,0.6951476793248945,0.5608510638297872,0.6208195949128591
60.0,0.7707153656693531,1.0224765330230923,0.7022308438409312,0.565625,0.6265685850281263
70.0,0.7629442762769791,1.0112727416137726,0.7056672760511883,0.5676470588235294,0.6291768541157294
80.0,0.7646634461655488,1.011476770096266,0.7061442564559216,0.5588442565186751,0.6239181746656175
90.0,0.7637762403154916,1.0111794753153323,0.708838821490468,0.5576005453306067,0.6241892407478062
100.0,0.7621096701913042,1.0107116512737475,0.706081081081081,0.5540092776673293,0.6208689194207203
