key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.7914521733818931,1.0450902611806459,0.6666666666666666,0.5911330049261084,0.6266318537859008
20.0,0.7861929133115217,1.0441187999924082,0.6842105263157895,0.5635838150289018,0.6180665610142632
30.0,0.7825776991003988,1.0379798025590898,0.6981919332406119,0.5492341356673961,0.6148193508879363
40.0,0.7759567356480969,1.0385488692314753,0.7022058823529411,0.5472779369627507,0.6151368760064413
50.0,0.7673250976540473,1.0168062449809074,0.7016393442622951,0.5548833189282627,0.6196911196911196
60.0,0.7635995461523013,1.0137120448875334,0.7049504950495049,0.5619573796369376,0.6253842775581905
70.0,0.7680074820070237,1.0215230337650028,0.7111111111111111,0.5676274944567627,0.6313193588162762
80.0,0.7662956317249087,1.0185681558772293,0.710431654676259,0.5590941259731068,0.6257425742574257
90.0,0.7663060955520263,1.013971248757689,0.7067474048442907,0.5584415584415584,0.6239022527682321
100.0,0.7648238368645897,1.0161522336812234,0.7089991589571069,0.5575396825396826,0.6242132543502408
