key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.9199718802775523,1.1854052386922667,0.6317513582614254,0.6486464315012305,0.640087428155104
20.0,0.9159587034451708,1.1814040858722914,0.6323025689819219,0.6462922441040603,0.6392208729109055
30.0,0.9071909814566885,1.1694945595049104,0.6330721230590626,0.6485783311652109,0.6407314252143421
40.0,0.8971128837721515,1.1575416406293617,0.6344272076372315,0.6517914610598584,0.6429921236034891
50.0,0.887971601261379,1.146065654516449,0.6356665457748303,0.6545561246265471,0.6449730582205282
60.0,0.8812827390309246,1.1386284434347387,0.6384436728217628,0.6593051696706324,0.6487067454847075
70.0,0.8723154307205263,1.1283636798913728,0.6403427707300681,0.6628690698786798,0.6514112343225862
80.0,0.8650161329561669,1.1196911599721622,0.6430800240324049,0.6667671409050719,0.6547094049979775
90.0,0.8603207487313463,1.1132260320551841,0.6442739486937076,0.6684712895193541,0.6561496088506226
100.0,0.8549192612424357,1.1057426753419966,0.6461422035705686,0.6701989117830702,0.6579507342574674
