key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8080260451479311,1.0619978595351072,0.6759002770083102,0.5635103926096998,0.6146095717884131
20.0,0.7901572005991947,1.0484651187473906,0.698744769874477,0.5632377740303541,0.6237161531279178
30.0,0.7900595569064932,1.0513613468762615,0.6768402154398564,0.556047197640118,0.6105263157894736
40.0,0.7881333284022372,1.0385659068395117,0.6773109243697479,0.5344827586206896,0.5974796145292809
50.0,0.7983984095328245,1.0434976338033954,0.6790322580645162,0.5229813664596273,0.5908771929824561
60.0,0.7903628716309308,1.0330964004358132,0.6860282574568289,0.5171597633136095,0.5897435897435898
70.0,0.7823246043222517,1.0235319992442755,0.6881720430107527,0.5149425287356322,0.589086127547666
80.0,0.7798899591286059,1.023720529716011,0.6890243902439024,0.5067264573991032,0.5839793281653748
90.0,0.7781357646437147,1.0208299007494885,0.6893939393939394,0.5016538037486218,0.5807275047862157
100.0,0.7758162187755062,1.0176340065653071,0.6931137724550899,0.5038084874863983,0.5834908632640202
