key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8042807877828415,1.0678404459102526,0.6773333333333333,0.6180048661800487,0.6463104325699746
20.0,0.7920081207693281,1.0508560619062781,0.6840277777777778,0.5718432510885341,0.6229249011857707
30.0,0.7938165795084661,1.0548298885134302,0.696969696969697,0.5560439560439561,0.6185819070904646
40.0,0.7816490728371517,1.0443733744574577,0.697841726618705,0.5553435114503816,0.618490967056323
50.0,0.7738129046139218,1.027768075938128,0.6970998925886144,0.5518707482993197,0.6160417655434266
60.0,0.767714134014356,1.0212894539714514,0.702729044834308,0.56328125,0.6253252385082394
70.0,0.7673529236452147,1.023276128781325,0.711645101663586,0.5665930831493745,0.6308889799262597
80.0,0.7642823245038802,1.016264566831451,0.7101710171017102,0.5583864118895966,0.6251980982567353
90.0,0.7658687185008726,1.0163296033911633,0.7082251082251082,0.5595075239398085,0.6251432938479174
100.0,0.765203352153846,1.0158476927003108,0.7138075313807531,0.5611842105263158,0.6283609576427256
