key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8752755555168954,1.1387413918611662,0.657488527325824,0.5981024667931689,0.6263910969793323
20.0,0.8477830250798564,1.0988796913915997,0.6590572190927957,0.6157894736842106,0.6366891021051124
30.0,0.8449082075735866,1.0903593579981976,0.6579415501905972,0.6220567035079289,0.6394961096702482
40.0,0.8359708031412619,1.0747690901044022,0.6591119333950046,0.6226786104435219,0.6403774856757667
50.0,0.8335825952221002,1.069887182301698,0.6591154261057174,0.6286008230452675,0.6434965771458664
60.0,0.8341056775519572,1.0679684074456868,0.6544932293803857,0.6277056277056277,0.6408196062675773
70.0,0.8309031568616045,1.0653377627425589,0.6517839346222842,0.6246418338108882,0.6379243074522044
80.0,0.8287720838946957,1.0618045913465992,0.6536821705426357,0.6259046205232882,0.6394918949663475
90.0,0.8294530020594917,1.061773296407022,0.6538606403013183,0.624910007199424,0.639057610896374
100.0,0.8250642279879072,1.0556422383513115,0.6554822148881555,0.6268630545327021,0.640853275970243
