key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.9751192976917005,1.2380085275322095,0.6337174044875682,0.5540827147401909,0.5912305516265913
20.0,0.9464467416675597,1.2030767493411292,0.6252312245652978,0.5853827502597853,0.6046511627906976
30.0,0.9301429681510286,1.1845936387850269,0.6291256514186451,0.5946907498631636,0.6114237478897018
40.0,0.9127016802501206,1.168661166189398,0.6330073349633252,0.6026536312849162,0.61745766754114
50.0,0.8983896136055516,1.1503109473916007,0.636243677149769,0.6073903002309469,0.6214822771213748
60.0,0.8906305377336734,1.1422132601430153,0.6322633075985372,0.6098373505780913,0.6208478802992519
70.0,0.8847262246558565,1.1335288650303474,0.6316989737742303,0.6143041951580115,0.6228801649020894
80.0,0.8691229480195318,1.1146901720533653,0.6339833875045142,0.6204276373917653,0.627132267571671
90.0,0.8608943500268146,1.1029727969732852,0.6323324022346368,0.6218025751072961,0.627023283995499
100.0,0.8527007303396577,1.0924404620482562,0.6344303797468355,0.6273364485981309,0.6308634723504238
