key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8164326624480532,1.0731050751148319,0.6754385964912281,0.5566265060240964,0.6103038309114927
20.0,0.7793736131222041,1.0342026998511307,0.7025862068965517,0.5659722222222222,0.6269230769230769
30.0,0.7893551262946717,1.0546479242054996,0.6869409660107334,0.5655375552282769,0.6203554119547658
40.0,0.78317792209791,1.0335492033896507,0.6872909698996655,0.5429326287978864,0.6066420664206641
50.0,0.7883628439118003,1.0296450293339143,0.6870967741935484,0.5298507462686567,0.5983146067415731
60.0,0.7833542896562041,1.0245086330574038,0.6912225705329154,0.5243757431629013,0.5963488843813387
70.0,0.7794600185918441,1.0209967939366567,0.6880733944954128,0.5196304849884527,0.5921052631578947
80.0,0.7773361971557182,1.0188359157159441,0.6919575113808801,0.5135135135135135,0.5895281189398835
90.0,0.7742281770005082,1.0145737843653306,0.6903323262839879,0.5066518847006651,0.5843989769820972
100.0,0.7733943502090261,1.0133438720099686,0.6940298507462687,0.5081967213114754,0.5867507886435331
