key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8080772120076699,1.0867594648484236,0.6805896805896806,0.6021739130434782,0.6389850057670128
20.0,0.7821081540416236,1.0499399034599175,0.6794871794871795,0.5897079276773296,0.6314221891288161
30.0,0.7644211736260484,1.0256212109957121,0.6972010178117048,0.5835995740149095,0.6353623188405797
40.0,0.7626855223295224,1.0147934511938754,0.7003444316877153,0.5642923219241444,0.6250000000000001
50.0,0.7649878389830634,1.0184550535957544,0.7046413502109705,0.559463986599665,0.6237161531279178
60.0,0.7652250766219137,1.0213841420196998,0.7027027027027027,0.5634674922600619,0.6254295532646048
70.0,0.7567455927942363,1.0129351820817274,0.7138888888888889,0.5607272727272727,0.6281059063136456
80.0,0.7639032288263271,1.016113876488187,0.7108108108108108,0.5498257839721254,0.6200392927308448
90.0,0.7569201109535295,1.0042408428609624,0.7154046997389034,0.5520483546004029,0.623199393479909
100.0,0.7544826243149224,0.9982271790537042,0.7171109200343938,0.5443864229765013,0.6189239332096476
