key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.815159119894445,1.0991221895780596,0.671604938271605,0.6031042128603105,0.6355140186915887
20.0,0.7907096006753234,1.0569550369241592,0.6749226006191951,0.5860215053763441,0.6273381294964029
30.0,0.7695342685148916,1.0278799166292,0.6977950713359273,0.5687103594080338,0.6266744321490972
40.0,0.7673687602207997,1.0221812146575533,0.7020785219399538,0.5624421831637373,0.6245505906522856
50.0,0.7690441437145963,1.0238119283881595,0.70042194092827,0.5547201336675021,0.6191142191142192
60.0,0.7605886581081406,1.0171777014902685,0.7041707080504365,0.5614849187935035,0.6247848537005163
70.0,0.7556520224292061,1.0059374857851724,0.7041474654377881,0.5576642335766423,0.6224032586558045
80.0,0.7597056037078265,1.0142125261315937,0.7093023255813954,0.5529986052998606,0.621473354231975
90.0,0.7591098665826699,1.0158064061766952,0.7101576182136602,0.5453934095494284,0.6169646253328261
100.0,0.7555904266429962,1.0089568567646054,0.7106382978723405,0.5436197916666666,0.616008852821837
