key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.9992204728833695,1.2730618284740582,0.5914310014884117,0.622398746923249,0.606519843000436
20.0,0.9915319938906572,1.2657618789612268,0.5965366871010555,0.6217230931366091,0.608869537171424
30.0,0.978528197920134,1.2521483043185355,0.6043189057522953,0.6279386712095401,0.6159024180650705
40.0,0.9653490810332425,1.237414835864599,0.6084004602991945,0.6313338375194045,0.6196550309612643
50.0,0.9542282719238796,1.2245113754789125,0.6135755573905863,0.6340364530002048,0.6236382253705539
60.0,0.9431224781565367,1.2111053828179197,0.6166510428872745,0.6341889611954687,0.6252970532319392
70.0,0.9359743076529317,1.202644069472432,0.6186346863468635,0.637954934630752,0.6281462846743653
80.0,0.9293091298371129,1.1938069286214577,0.6198554822494502,0.6405364233449042,0.6300262828228242
90.0,0.9216078210712896,1.184662542643584,0.6238930136863763,0.6452642534983232,0.6343986992757331
100.0,0.9146126745446115,1.1768328932013539,0.6261314936761785,0.6482339191411999,0.6369910356341517
