key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8758854889232874,1.134364903289186,0.6583710407239819,0.6104895104895105,0.6335268505079826
20.0,0.8541913150484444,1.110498791424281,0.6648396821046862,0.6265495867768595,0.645126977795506
30.0,0.8430338064852555,1.0901942972478578,0.6699787083037615,0.6371203599550056,0.6531365313653136
40.0,0.8366387723072353,1.0754366995867986,0.6653008410610308,0.6385841440695508,0.6516687790452048
50.0,0.835172777421295,1.0710999793251723,0.6590725806451613,0.6334043789963185,0.6459835984586503
60.0,0.8321258122101082,1.0667731651697492,0.6598257502420135,0.6345187115993297,0.6469248291571754
70.0,0.8328159301429603,1.0676116029311553,0.6521418020679468,0.6339974869861784,0.6429416583234732
80.0,0.8289568462090963,1.0619695943088685,0.6554394812680115,0.6350785340314136,0.6450983868108492
90.0,0.827540055603008,1.0576810257563578,0.6529143258426966,0.6304458382776742,0.6414833980163864
100.0,0.824948096438548,1.0554867201136708,0.6539969319925004,0.6310855263157895,0.64233698836528
