key_0,MAE,RMSE,Precision,Recall,F1_score
10.0,0.8160441483829153,1.0824504416852478,0.649171270718232,0.5904522613065326,0.6184210526315789
20.0,0.8075461220214999,1.0697164735589455,0.6804835924006909,0.5644699140401146,0.6170712607674237
30.0,0.8018981303714826,1.05780635161107,0.6889495225102319,0.543010752688172,0.6073361395069151
40.0,0.7877848580961893,1.0477532115975285,0.6875739644970414,0.5450281425891182,0.6080586080586081
50.0,0.7750228683016034,1.0256862945231666,0.6942675159235668,0.5509688289806234,0.6143729450446218
60.0,0.7729346512370204,1.0258061558659208,0.6999012833168805,0.5569520816967792,0.6202974628171478
70.0,0.7705073698695605,1.0256743732960485,0.7057728119180633,0.5602365114560236,0.6246394725999175
80.0,0.7652600960676,1.014873628356507,0.7061524334251607,0.5477207977207977,0.6169273967107902
90.0,0.7723362597117303,1.0236234017355996,0.7092511013215859,0.549863387978142,0.6194690265486725
100.0,0.767405454887312,1.0166456235320307,0.7081911262798635,0.545335085413929,0.6161841128433556
